"age","sex","location_code","cause","rate","measure","location_type"
13,"female",2,"all_cause_mortality",0.0941044521911767,"deaths","imd_decile"
13,"male",2,"all_cause_mortality",0.1502218642856,"deaths","imd_decile"
14,"female",2,"all_cause_mortality",0.107329318410993,"deaths","imd_decile"
14,"male",2,"all_cause_mortality",0.138196122166098,"deaths","imd_decile"
15,"female",2,"all_cause_mortality",0.115158491173974,"deaths","imd_decile"
15,"male",2,"all_cause_mortality",0.202182736143435,"deaths","imd_decile"
16,"female",2,"all_cause_mortality",0.173405501456533,"deaths","imd_decile"
16,"male",2,"all_cause_mortality",0.264967697034916,"deaths","imd_decile"
17,"female",2,"all_cause_mortality",0.188765911851082,"deaths","imd_decile"
17,"male",2,"all_cause_mortality",0.370058422942321,"deaths","imd_decile"
18,"female",2,"all_cause_mortality",0.250310658424563,"deaths","imd_decile"
18,"male",2,"all_cause_mortality",0.475583029141591,"deaths","imd_decile"
19,"female",2,"all_cause_mortality",0.22149817472416,"deaths","imd_decile"
19,"male",2,"all_cause_mortality",0.512556071468679,"deaths","imd_decile"
20,"female",2,"all_cause_mortality",0.1932536380888,"deaths","imd_decile"
20,"male",2,"all_cause_mortality",0.570031051693211,"deaths","imd_decile"
21,"female",2,"all_cause_mortality",0.209119571631426,"deaths","imd_decile"
21,"male",2,"all_cause_mortality",0.5947581712155,"deaths","imd_decile"
22,"female",2,"all_cause_mortality",0.226212275225543,"deaths","imd_decile"
22,"male",2,"all_cause_mortality",0.619905291441431,"deaths","imd_decile"
23,"female",2,"all_cause_mortality",0.243396215133163,"deaths","imd_decile"
23,"male",2,"all_cause_mortality",0.644279903538882,"deaths","imd_decile"
24,"female",2,"all_cause_mortality",0.262847393265622,"deaths","imd_decile"
24,"male",2,"all_cause_mortality",0.675624504542021,"deaths","imd_decile"
25,"female",2,"all_cause_mortality",0.280961477545911,"deaths","imd_decile"
25,"male",2,"all_cause_mortality",0.702112739368677,"deaths","imd_decile"
26,"female",2,"all_cause_mortality",0.303292709669331,"deaths","imd_decile"
26,"male",2,"all_cause_mortality",0.735864509360348,"deaths","imd_decile"
27,"female",2,"all_cause_mortality",0.327165704698108,"deaths","imd_decile"
27,"male",2,"all_cause_mortality",0.77076135833472,"deaths","imd_decile"
28,"female",2,"all_cause_mortality",0.353187584319387,"deaths","imd_decile"
28,"male",2,"all_cause_mortality",0.807341408016106,"deaths","imd_decile"
29,"female",2,"all_cause_mortality",0.378756349670131,"deaths","imd_decile"
29,"male",2,"all_cause_mortality",0.842494214643703,"deaths","imd_decile"
30,"female",2,"all_cause_mortality",0.412605935967021,"deaths","imd_decile"
30,"male",2,"all_cause_mortality",0.886787347999095,"deaths","imd_decile"
31,"female",2,"all_cause_mortality",0.447495747989692,"deaths","imd_decile"
31,"male",2,"all_cause_mortality",0.935227792567406,"deaths","imd_decile"
32,"female",2,"all_cause_mortality",0.484359851413406,"deaths","imd_decile"
32,"male",2,"all_cause_mortality",0.988703860211047,"deaths","imd_decile"
33,"female",2,"all_cause_mortality",0.527174882726827,"deaths","imd_decile"
33,"male",2,"all_cause_mortality",1.04927743012263,"deaths","imd_decile"
34,"female",2,"all_cause_mortality",0.573502787135739,"deaths","imd_decile"
34,"male",2,"all_cause_mortality",1.12056633853893,"deaths","imd_decile"
35,"female",2,"all_cause_mortality",0.627072986199512,"deaths","imd_decile"
35,"male",2,"all_cause_mortality",1.19005526610492,"deaths","imd_decile"
36,"female",2,"all_cause_mortality",0.685126153214403,"deaths","imd_decile"
36,"male",2,"all_cause_mortality",1.27420390955038,"deaths","imd_decile"
37,"female",2,"all_cause_mortality",0.74550034737366,"deaths","imd_decile"
37,"male",2,"all_cause_mortality",1.35944137300695,"deaths","imd_decile"
38,"female",2,"all_cause_mortality",0.812013005371548,"deaths","imd_decile"
38,"male",2,"all_cause_mortality",1.47413534046833,"deaths","imd_decile"
39,"female",2,"all_cause_mortality",0.899334852973486,"deaths","imd_decile"
39,"male",2,"all_cause_mortality",1.58306910609532,"deaths","imd_decile"
40,"female",2,"all_cause_mortality",0.978384711432387,"deaths","imd_decile"
40,"male",2,"all_cause_mortality",1.70156502031619,"deaths","imd_decile"
41,"female",2,"all_cause_mortality",1.06888457069462,"deaths","imd_decile"
41,"male",2,"all_cause_mortality",1.85066058035676,"deaths","imd_decile"
42,"female",2,"all_cause_mortality",1.17104900280641,"deaths","imd_decile"
42,"male",2,"all_cause_mortality",2.00008735806052,"deaths","imd_decile"
43,"female",2,"all_cause_mortality",1.29435203415496,"deaths","imd_decile"
43,"male",2,"all_cause_mortality",2.1860377304228,"deaths","imd_decile"
44,"female",2,"all_cause_mortality",1.41616594704095,"deaths","imd_decile"
44,"male",2,"all_cause_mortality",2.36175792832402,"deaths","imd_decile"
45,"female",2,"all_cause_mortality",1.55732626529358,"deaths","imd_decile"
45,"male",2,"all_cause_mortality",2.57453442413369,"deaths","imd_decile"
46,"female",2,"all_cause_mortality",1.71665596383234,"deaths","imd_decile"
